t x y
1.76176 0.378491 -0.946765
1.76677 0.407009 -0.934635
1.77177 0.435148 -0.921634
1.77678 0.46288 -0.907772
1.78178 0.49018 -0.893062
1.78679 0.517022 -0.877516
1.79179 0.543379 -0.86115
1.7968 0.569228 -0.843977
1.8018 0.594543 -0.826013
1.80681 0.619301 -0.807275
1.81181 0.643478 -0.787779
1.81682 0.66705 -0.767543
1.82182 0.689996 -0.746586
1.82683 0.712292 -0.724926
1.83183 0.733917 -0.702584
1.83684 0.75485 -0.679579
1.84184 0.775072 -0.655933
1.84685 0.794561 -0.631668
1.85185 0.8133 -0.606806
1.85686 0.831269 -0.58137
1.86186 0.848451 -0.555383
1.86687 0.864829 -0.52887
1.87187 0.880386 -0.501855
1.87688 0.895107 -0.474363
1.88188 0.908977 -0.446421
1.88689 0.921982 -0.418053
1.89189 0.934108 -0.389287
1.8969 0.945344 -0.36015
1.9019 0.955677 -0.330669
1.90691 0.965096 -0.300872
1.91191 0.973592 -0.270788
1.91692 0.981156 -0.240443
1.92192 0.987779 -0.209869
1.92693 0.993454 -0.179092
1.93193 0.998174 -0.148144
1.93694 1.00193 -0.117053
1.94194 1.00473 -0.0858498
1.94695 1.00656 -0.0545636
1.95195 1.00741 -0.0232247
1.95696 1.0073 0.0081366
1.96196 1.0062 0.0394901
1.96697 1.00414 0.0708053
1.97197 1.0011 0.102052
1.97698 0.997089 0.1332
1.98198 0.992112 0.164218
1.98699 0.986169 0.195076
1.99199 0.979268 0.225745
1.997 0.971412 0.256194
2.002 0.96261 0.286394
2.00701 0.952868 0.316313
2.01201 0.942196 0.345924
2.01702 0.930602 0.375197
2.02202 0.918098 0.404102
2.02703 0.904695 0.432612
2.03203 0.890404 0.460698
2.03704 0.875241 0.488332
2.04204 0.859218 0.515486
2.04705 0.84235 0.542134
2.05205 0.824655 0.568248
2.05706 0.806147 0.593803
2.06206 0.786846 0.618774
2.06707 0.766769 0.643134
2.07207 0.745936 0.666861
2.07708 0.724366 0.689929
2.08208 0.702082 0.712315
2.08709 0.679103 0.733998
2.09209 0.655453 0.754955
2.0971 0.631155 0.775165
2.1021 0.606232 0.794608
2.10711 0.580708 0.813264
2.11211 0.554609 0.831115
2.11712 0.527961 0.848141
2.12212 0.500789 0.864326
2.12713 0.47312 0.879655
2.13213 0.444981 0.89411
2.13714 0.416401 0.907677
2.14214 0.387408 0.920344
2.14715 0.35803 0.932096
2.15215 0.328296 0.942923
2.15716 0.298236 0.952813
2.16216 0.267879 0.961756
2.16717 0.237257 0.969743
2.17217 0.206398 0.976767
2.17718 0.175335 0.982819
2.18218 0.144097 0.987895
2.18719 0.112716 0.99199
2.19219 0.0812233 0.995098
2.1972 0.0496496 0.997217
2.2022 0.0180265 0.998346
2.20721 -0.0136144 0.998482
2.21221 -0.0452418 0.997627
2.21722 -0.0768243 0.995782
2.22222 -0.108331 0.992947
2.22723 -0.139729 0.989127
2.23223 -0.170989 0.984326
2.23724 -0.20208 0.978548
2.24224 -0.23297 0.9718
