t x y
1.33634 -0.812408 0.565145
1.34134 -0.830773 0.539035
1.34635 -0.848293 0.512376
1.35135 -0.86495 0.485197
1.35636 -0.88073 0.457525
1.36136 -0.89562 0.429391
1.36637 -0.909606 0.400823
1.37137 -0.922675 0.371852
1.37638 -0.934818 0.342507
1.38138 -0.946024 0.312819
1.38639 -0.956284 0.282818
1.39139 -0.965591 0.252535
1.3964 -0.973937 0.222001
1.4014 -0.981316 0.191247
1.40641 -0.987725 0.160303
1.41141 -0.993159 0.129202
1.41642 -0.997615 0.0979726
1.42142 -1.00109 0.0666475
1.42643 -1.00359 0.0352571
1.43143 -1.0051 0.00383223
1.43644 -1.00564 -0.0275963
1.44144 -1.0052 -0.0589981
1.44645 -1.00379 -0.0903427
1.45145 -1.00141 -0.1216
1.45646 -0.99806 -0.15274
1.46146 -0.993753 -0.183734
1.46647 -0.988495 -0.214551
1.47147 -0.982292 -0.245164
1.47648 -0.975152 -0.275542
1.48148 -0.967086 -0.305659
1.48649 -0.958104 -0.335486
1.49149 -0.948215 -0.364996
1.4965 -0.937433 -0.394162
1.5015 -0.925769 -0.422957
1.50651 -0.913237 -0.451356
1.51151 -0.89985 -0.479332
1.51652 -0.885624 -0.506861
1.52152 -0.870574 -0.533918
1.52653 -0.854715 -0.56048
1.53153 -0.838064 -0.586522
1.53654 -0.82064 -0.612023
1.54154 -0.802458 -0.636959
1.54655 -0.783539 -0.66131
1.55155 -0.763901 -0.685054
1.55656 -0.743564 -0.70817
1.56156 -0.722547 -0.73064
1.56657 -0.700872 -0.752444
1.57157 -0.67856 -0.773564
1.57658 -0.655631 -0.793981
1.58158 -0.632109 -0.813679
1.58659 -0.608015 -0.832642
1.59159 -0.583373 -0.850853
1.5966 -0.558205 -0.868298
1.6016 -0.532535 -0.884962
1.60661 -0.506387 -0.900832
1.61161 -0.479786 -0.915895
1.61662 -0.452755 -0.930138
1.62162 -0.42532 -0.94355
1.62663 -0.397505 -0.956121
1.63163 -0.369336 -0.96784
1.63664 -0.340839 -0.978698
1.64164 -0.312039 -0.988686
1.64665 -0.282962 -0.997797
1.65165 -0.253634 -1.00602
1.65666 -0.224081 -1.01336
1.66166 -0.194331 -1.0198
1.66667 -0.164408 -1.02534
1.67167 -0.134341 -1.02997
1.67668 -0.104154 -1.03369
1.68168 -0.0738763 -1.0365
1.68669 -0.0435331 -1.0384
1.69169 -0.0131516 -1.03939
1.6967 0.0172416 -1.03945
1.7017 0.0476195 -1.03861
1.70671 0.0779556 -1.03685
1.71171 0.108223 -1.03417
1.71672 0.138395 -1.03059
1.72172 0.168446 -1.0261
1.72673 0.198348 -1.02071
1.73173 0.228076 -1.01442
1.73674 0.257603 -1.00724
1.74174 0.286904 -0.999172
1.74675 0.315952 -0.990224
1.75175 0.344722 -0.980404
1.75676 0.373188 -0.969721
1.76176 0.401325 -0.958182
1.76677 0.429108 -0.945798
1.77177 0.456512 -0.93258
1.77678 0.483513 -0.918537
1.78178 0.510086 -0.903683
1.78679 0.536208 -0.888028
1.79179 0.561855 -0.871587
1.7968 0.587004 -0.854373
1.8018 0.611631 -0.8364
1.80681 0.635715 -0.817684
1.81181 0.659233 -0.79824
1.81682 0.682163 -0.778085
